,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,pid,sid
33,232.818099976,1608.53590012,25.5981998444,0.00220012664795,0.102999925613,exp1,,pilot.0003,rp.session.radical.mingtha.017035.0003
34,203.943300009,1637.41070008,25.5981998444,0.00220012664795,0.102999925613,exp1,,pilot.0000,rp.session.radical.mingtha.017035.0003
35,269.210800171,1572.14319992,25.5981998444,0.00220012664795,0.102999925613,exp1,,pilot.0001,rp.session.radical.mingtha.017035.0003
36,244.761299849,5396.46540022,25.7160000801,0.0019998550415,0.102600097656,exp1,phys.uconn.edu,pilot.0002,rp.session.radical.mingtha.017035.0005
37,245.155099869,5396.07240009,25.7160000801,0.0019998550415,0.102600097656,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017035.0005
38,228.226700068,5419.01089978,25.7160000801,0.0019998550415,0.102600097656,exp1,phys.uconn.edu,pilot.0000,rp.session.radical.mingtha.017035.0005
39,174.085900068,5472.1494,25.7160000801,0.0019998550415,0.102600097656,exp1,phys.uconn.edu,pilot.0001,rp.session.radical.mingtha.017035.0005
40,140.881800175,1591.79349995,26.0303997993,0.00220012664795,0.110599994659,exp1,phys.uconn.edu,pilot.0002,rp.session.radical.mingtha.017035.0006
41,233.925600052,1505.12440014,26.0303997993,0.00220012664795,0.110599994659,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017035.0006
42,157.370000124,1579.58829999,26.0303997993,0.00220012664795,0.110599994659,exp1,phys.uconn.edu,pilot.0000,rp.session.radical.mingtha.017035.0006
43,212.248400211,1522.61909986,26.0303997993,0.00220012664795,0.110599994659,exp1,phys.uconn.edu,pilot.0001,rp.session.radical.mingtha.017035.0006
44,222.655800104,7490.60659981,26.0023999214,0.00200009346008,0.104799985886,exp1,campuscluster.illinois.edu,pilot.0002,rp.session.radical.mingtha.017035.0008
45,220.738300085,7492.52409983,26.0023999214,0.00200009346008,0.104799985886,exp1,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mingtha.017035.0008
46,222.125099897,7491.13730001,26.0023999214,0.00200009346008,0.104799985886,exp1,campuscluster.illinois.edu,pilot.0000,rp.session.radical.mingtha.017035.0008
47,221.018699884,7492.24370003,26.0023999214,0.00200009346008,0.104799985886,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017035.0008
48,335.984399796,972.554200172,28.3656001091,0.00180006027222,0.0992000102997,exp1,fnal.gov,pilot.0002,rp.session.radical.mingtha.017035.0010
49,276.101300001,1032.43729997,28.3656001091,0.00180006027222,0.0992000102997,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017035.0010
50,276.009499788,1032.52910018,28.3656001091,0.00180006027222,0.0992000102997,exp1,fnal.gov,pilot.0000,rp.session.radical.mingtha.017035.0010
51,276.021399975,1032.51719999,28.3656001091,0.00180006027222,0.0992000102997,exp1,fnal.gov,pilot.0001,rp.session.radical.mingtha.017035.0010
52,235.665200233,913.915199757,25.9572000504,0.00209999084473,0.114500045776,exp1,fnal.gov,pilot.0002,rp.session.radical.mingtha.017035.0011
53,260.742500305,894.313299656,25.9572000504,0.00209999084473,0.114500045776,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017035.0011
54,228.782000303,924.083399773,25.9572000504,0.00209999084473,0.114500045776,exp1,fnal.gov,pilot.0000,rp.session.radical.mingtha.017035.0011
55,235.534400225,914.046699762,25.9572000504,0.00209999084473,0.114500045776,exp1,fnal.gov,pilot.0001,rp.session.radical.mingtha.017035.0011
56,505.576099873,804.098799944,29.8334000111,0.00200009346008,0.121799945831,exp1,fnal.gov,pilot.0002,rp.session.radical.mingtha.017035.0012
57,502.922199965,814.174099922,29.8334000111,0.00200009346008,0.121799945831,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017035.0012
58,516.163800001,793.511699915,29.8334000111,0.00200009346008,0.121799945831,exp1,fnal.gov,pilot.0000,rp.session.radical.mingtha.017035.0012
59,486.818300009,823.964699984,29.8334000111,0.00200009346008,0.121799945831,exp1,fnal.gov,pilot.0001,rp.session.radical.mingtha.017035.0012
60,268.335700035,1068.5546999,30.113699913,0.00239992141724,0.112800121307,exp1,fnal.gov,pilot.0002,rp.session.radical.mingtha.017035.0015
61,269.905200005,1066.98519993,30.113699913,0.00239992141724,0.112800121307,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017035.0015
62,196.09800005,1140.79239988,30.113699913,0.00239992141724,0.112800121307,exp1,fnal.gov,pilot.0000,rp.session.radical.mingtha.017035.0015
63,240.024300098,1096.86609983,30.113699913,0.00239992141724,0.112800121307,exp1,fnal.gov,pilot.0001,rp.session.radical.mingtha.017035.0015
64,178.434299946,946.386300087,29.3171000481,0.0019998550415,0.121000051498,exp2,,pilot.0002,rp.session.radical.mturilli.017051.0002
65,,,29.3171000481,0.0019998550415,0.121000051498,exp2,,pilot.0003,rp.session.radical.mturilli.017051.0002
66,145.165300131,979.655299902,29.3171000481,0.0019998550415,0.121000051498,exp2,,pilot.0000,rp.session.radical.mturilli.017051.0002
67,192.332600117,932.487999916,29.3171000481,0.0019998550415,0.121000051498,exp2,,pilot.0001,rp.session.radical.mturilli.017051.0002
68,138.59589982,2584.6269002,29.236700058,0.00189995765686,0.111800193787,exp2,,pilot.0002,rp.session.radical.mturilli.017051.0003
69,,,29.236700058,0.00189995765686,0.111800193787,exp2,,pilot.0003,rp.session.radical.mturilli.017051.0003
70,193.467099905,2529.75570011,29.236700058,0.00189995765686,0.111800193787,exp2,,pilot.0000,rp.session.radical.mturilli.017051.0003
71,188.933899879,2534.28890014,29.236700058,0.00189995765686,0.111800193787,exp2,,pilot.0001,rp.session.radical.mturilli.017051.0003
72,208.806599855,3895.97080016,29.3368000984,0.00180006027222,0.108199834824,exp2,phys.uconn.edu,pilot.0002,rp.session.radical.mturilli.017051.0004
73,220.35739994,3882.39619994,29.3368000984,0.00180006027222,0.108199834824,exp2,phys.uconn.edu,pilot.0003,rp.session.radical.mturilli.017051.0004
74,159.738699913,3941.8987999,29.3368000984,0.00180006027222,0.108199834824,exp2,phys.uconn.edu,pilot.0000,rp.session.radical.mturilli.017051.0004
75,219.242300034,3885.53569984,29.3368000984,0.00180006027222,0.108199834824,exp2,phys.uconn.edu,pilot.0001,rp.session.radical.mturilli.017051.0004
76,176.35710001,1244.79439998,29.0432999134,0.00220012664795,0.110599994659,exp2,campuscluster.illinois.edu,pilot.0002,rp.session.radical.mturilli.017051.0005
77,150.583400011,1268.44550014,29.0432999134,0.00220012664795,0.110599994659,exp2,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mturilli.017051.0005
78,184.588100195,1235.55729985,29.0432999134,0.00220012664795,0.110599994659,exp2,campuscluster.illinois.edu,pilot.0000,rp.session.radical.mturilli.017051.0005
79,157.287899971,1265.88610005,29.0432999134,0.00220012664795,0.110599994659,exp2,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mturilli.017051.0005
80,188.150000095,7576.04249978,30.757600069,0.00209999084473,0.120800018311,exp2,campuscluster.illinois.edu,pilot.0002,rp.session.radical.mturilli.017051.0006
81,274.400500059,7489.79279995,30.757600069,0.00209999084473,0.120800018311,exp2,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mturilli.017051.0006
82,206.763299942,7558.43950009,30.757600069,0.00209999084473,0.120800018311,exp2,campuscluster.illinois.edu,pilot.0000,rp.session.radical.mturilli.017051.0006
83,,,30.757600069,0.00209999084473,0.120800018311,exp2,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mturilli.017051.0006
84,127.443300009,2483.82149982,29.9350001812,0.00229978561401,0.105700016022,exp2,grid.uchicago.edu,pilot.0002,rp.session.radical.mturilli.017051.0007
85,128.753399849,2482.51139998,29.9350001812,0.00229978561401,0.105700016022,exp2,grid.uchicago.edu,pilot.0003,rp.session.radical.mturilli.017051.0007
86,260.966399908,2350.29839993,29.9350001812,0.00229978561401,0.105700016022,exp2,grid.uchicago.edu,pilot.0000,rp.session.radical.mturilli.017051.0007
87,109.687599897,2501.57719994,29.9350001812,0.00229978561401,0.105700016022,exp2,grid.uchicago.edu,pilot.0001,rp.session.radical.mturilli.017051.0007
88,284.193000078,9365.11849999,29.5638999939,0.00209999084473,0.129400014877,exp2,grid.uchicago.edu,pilot.0002,rp.session.radical.mturilli.017051.0008
89,187.752199888,9461.55930018,29.5638999939,0.00209999084473,0.129400014877,exp2,grid.uchicago.edu,pilot.0003,rp.session.radical.mturilli.017051.0008
90,,,29.5638999939,0.00209999084473,0.129400014877,exp2,grid.uchicago.edu,pilot.0000,rp.session.radical.mturilli.017051.0008
91,240.823899984,9408.48760009,29.5638999939,0.00209999084473,0.129400014877,exp2,grid.uchicago.edu,pilot.0001,rp.session.radical.mturilli.017051.0008
92,,,31.4321000576,0.00200009346008,0.124599933624,exp2,,pilot.0002,rp.session.radical.mturilli.017052.0003
93,,,31.4321000576,0.00200009346008,0.124599933624,exp2,,pilot.0003,rp.session.radical.mturilli.017052.0003
94,229.156499863,3724.85400009,31.4321000576,0.00200009346008,0.124599933624,exp2,,pilot.0000,rp.session.radical.mturilli.017052.0003
95,,,31.4321000576,0.00200009346008,0.124599933624,exp2,,pilot.0001,rp.session.radical.mturilli.017052.0003
96,168.853600025,2574.65689993,34.0996000767,0.00179982185364,0.127799987793,exp2,ucsd.edu,pilot.0002,rp.session.radical.mturilli.017052.0005
97,188.396399975,2550.99189997,34.0996000767,0.00179982185364,0.127799987793,exp2,ucsd.edu,pilot.0003,rp.session.radical.mturilli.017052.0005
98,,,34.0996000767,0.00179982185364,0.127799987793,exp2,ucsd.edu,pilot.0000,rp.session.radical.mturilli.017052.0005
99,,,34.0996000767,0.00179982185364,0.127799987793,exp2,ucsd.edu,pilot.0001,rp.session.radical.mturilli.017052.0005
100,204.020900011,2850.55440021,29.4115998745,0.00189995765686,0.105499982834,exp2,ucsd.edu,pilot.0002,rp.session.radical.mturilli.017052.0006
101,295.66170001,2758.91360021,29.4115998745,0.00189995765686,0.105499982834,exp2,ucsd.edu,pilot.0003,rp.session.radical.mturilli.017052.0006
102,264.778400183,2789.79690003,29.4115998745,0.00189995765686,0.105499982834,exp2,ucsd.edu,pilot.0000,rp.session.radical.mturilli.017052.0006
103,212.68380022,2841.8915,29.4115998745,0.00189995765686,0.105499982834,exp2,ucsd.edu,pilot.0001,rp.session.radical.mturilli.017052.0006
104,177.805700064,1277.11730003,38.8266999722,0.00230002403259,0.122799873352,exp2,,pilot.0002,rp.session.radical.mturilli.017052.0007
105,,,38.8266999722,0.00230002403259,0.122799873352,exp2,,pilot.0003,rp.session.radical.mturilli.017052.0007
106,,,38.8266999722,0.00230002403259,0.122799873352,exp2,,pilot.0000,rp.session.radical.mturilli.017052.0007
107,158.043100119,1298.9901998,38.8266999722,0.00230002403259,0.122799873352,exp2,,pilot.0001,rp.session.radical.mturilli.017052.0007
108,173.338800192,4579.43829989,29.6904001236,0.0019998550415,0.121400117874,exp2,campuscluster.illinois.edu,pilot.0002,rp.session.radical.mturilli.017052.0008
109,177.532999992,4575.24410009,29.6904001236,0.0019998550415,0.121400117874,exp2,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mturilli.017052.0008
110,197.881000042,4554.89610004,29.6904001236,0.0019998550415,0.121400117874,exp2,campuscluster.illinois.edu,pilot.0000,rp.session.radical.mturilli.017052.0008
111,132.168799877,4620.60830021,29.6904001236,0.0019998550415,0.121400117874,exp2,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mturilli.017052.0008
112,294.429399967,3281.07459998,30.5758001804,0.00219988822937,0.106499910355,exp2,icecube.wisc.edu,pilot.0002,rp.session.radical.mturilli.017053.0000
113,291.965099812,3278.39760017,30.5758001804,0.00219988822937,0.106499910355,exp2,icecube.wisc.edu,pilot.0003,rp.session.radical.mturilli.017053.0000
114,291.078099966,3280.39310002,30.5758001804,0.00219988822937,0.106499910355,exp2,icecube.wisc.edu,pilot.0000,rp.session.radical.mturilli.017053.0000
115,267.188099861,3305.29139996,30.5758001804,0.00219988822937,0.106499910355,exp2,icecube.wisc.edu,pilot.0001,rp.session.radical.mturilli.017053.0000
116,146.9993999,4003.28500009,30.8147001266,0.00209999084473,0.123899936676,exp2,n0x.10.2.x.x,pilot.0002,rp.session.radical.mturilli.017053.0001
117,203.221400023,3947.06299996,30.8147001266,0.00209999084473,0.123899936676,exp2,n0x.10.2.x.x,pilot.0003,rp.session.radical.mturilli.017053.0001
118,152.991699934,3997.29270005,30.8147001266,0.00209999084473,0.123899936676,exp2,n0x.10.2.x.x,pilot.0000,rp.session.radical.mturilli.017053.0001
119,182.308599949,3967.97580004,30.8147001266,0.00209999084473,0.123899936676,exp2,n0x.10.2.x.x,pilot.0001,rp.session.radical.mturilli.017053.0001
120,,,29.9997999668,0.00230002403259,0.12030005455,exp2,CRUSH.OSG,pilot.0002,rp.session.radical.mturilli.017053.0002
121,206.161600113,4201.7645998,29.9997999668,0.00230002403259,0.12030005455,exp2,CRUSH.OSG,pilot.0003,rp.session.radical.mturilli.017053.0002
122,206.77519989,4201.15100002,29.9997999668,0.00230002403259,0.12030005455,exp2,CRUSH.OSG,pilot.0000,rp.session.radical.mturilli.017053.0002
123,,,29.9997999668,0.00230002403259,0.12030005455,exp2,CRUSH.OSG,pilot.0001,rp.session.radical.mturilli.017053.0002
124,185.415100098,9435.39969993,29.8264000416,0.00119996070862,0.094300031662,exp3,iu.edu,pilot.0002,rp.session.radical.mturilli.017076.0002
125,170.56400013,9450.25079989,29.8264000416,0.00119996070862,0.094300031662,exp3,iu.edu,pilot.0003,rp.session.radical.mturilli.017076.0002
126,214.384799957,9406.43000007,29.8264000416,0.00119996070862,0.094300031662,exp3,iu.edu,pilot.0000,rp.session.radical.mturilli.017076.0002
127,221.923300028,9398.8915,29.8264000416,0.00119996070862,0.094300031662,exp3,iu.edu,pilot.0001,rp.session.radical.mturilli.017076.0002
128,335.593800068,7164.51639986,29.0762999058,0.00130009651184,0.0946998596191,exp3,icecube.wisc.edu,pilot.0002,rp.session.radical.mturilli.017076.0003
129,230.355999947,7270.94860005,29.0762999058,0.00130009651184,0.0946998596191,exp3,icecube.wisc.edu,pilot.0003,rp.session.radical.mturilli.017076.0003
130,242.587100029,7258.7177999,29.0762999058,0.00130009651184,0.0946998596191,exp3,icecube.wisc.edu,pilot.0000,rp.session.radical.mturilli.017076.0003
131,223.560899973,7278.83710003,29.0762999058,0.00130009651184,0.0946998596191,exp3,icecube.wisc.edu,pilot.0001,rp.session.radical.mturilli.017076.0003
132,,,29.458799839,0.0012001991272,0.0984997749329,exp3,,pilot.0002,rp.session.radical.mturilli.017076.0004
133,,,29.458799839,0.0012001991272,0.0984997749329,exp3,,pilot.0003,rp.session.radical.mturilli.017076.0004
134,1573.95880008,1999.32780004,29.458799839,0.0012001991272,0.0984997749329,exp3,,pilot.0000,rp.session.radical.mturilli.017076.0004
135,1573.26150012,2003.4138,29.458799839,0.0012001991272,0.0984997749329,exp3,,pilot.0001,rp.session.radical.mturilli.017076.0004
136,1624.05700016,3775.96749997,29.0829999447,0.00130009651184,0.0953998565674,exp3,campuscluster.illinois.edu,pilot.0002,rp.session.radical.mturilli.017076.0005
137,1643.46950006,3756.55500007,29.0829999447,0.00130009651184,0.0953998565674,exp3,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mturilli.017076.0005
138,1636.74000001,3763.28450012,29.0829999447,0.00130009651184,0.0953998565674,exp3,campuscluster.illinois.edu,pilot.0000,rp.session.radical.mturilli.017076.0005
139,1598.75460005,3801.26990008,29.0829999447,0.00130009651184,0.0953998565674,exp3,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mturilli.017076.0005
140,403.864699841,5309.04290009,29.068500042,0.00119996070862,0.0966999530792,exp3,,pilot.0002,rp.session.radical.mturilli.017077.0003
141,,,29.068500042,0.00119996070862,0.0966999530792,exp3,,pilot.0003,rp.session.radical.mturilli.017077.0003
142,,,29.068500042,0.00119996070862,0.0966999530792,exp3,,pilot.0000,rp.session.radical.mturilli.017077.0003
143,,,29.068500042,0.00119996070862,0.0966999530792,exp3,,pilot.0001,rp.session.radical.mturilli.017077.0003
144,139.402699947,7887.87019992,29.1101999283,0.00130009651184,0.111700057983,exp3,chtc.wisc.edu,pilot.0002,rp.session.radical.mturilli.017077.0004
145,130.359600067,7896.9132998,29.1101999283,0.00130009651184,0.111700057983,exp3,chtc.wisc.edu,pilot.0003,rp.session.radical.mturilli.017077.0004
146,131.3276999,7672.74979997,29.1101999283,0.00130009651184,0.111700057983,exp3,chtc.wisc.edu,pilot.0000,rp.session.radical.mturilli.017077.0004
147,,,29.1101999283,0.00130009651184,0.111700057983,exp3,chtc.wisc.edu,pilot.0001,rp.session.radical.mturilli.017077.0004
148,213.697700024,3906.96740007,29.8957998753,0.00139999389648,0.0973000526428,exp3,chtc.wisc.edu,pilot.0002,rp.session.radical.mturilli.017077.0005
149,165.829999924,3956.02960014,29.8957998753,0.00139999389648,0.0973000526428,exp3,chtc.wisc.edu,pilot.0003,rp.session.radical.mturilli.017077.0005
150,231.823899984,3893.30209994,29.8957998753,0.00139999389648,0.0973000526428,exp3,chtc.wisc.edu,pilot.0000,rp.session.radical.mturilli.017077.0005
151,,,29.8957998753,0.00139999389648,0.0973000526428,exp3,chtc.wisc.edu,pilot.0001,rp.session.radical.mturilli.017077.0005
152,248.809299946,4766.05820012,29.7811000347,0.00119996070862,0.094899892807,exp3,,pilot.0002,rp.session.radical.mturilli.017077.0006
153,,,29.7811000347,0.00119996070862,0.094899892807,exp3,,pilot.0003,rp.session.radical.mturilli.017077.0006
154,317.776400089,4701.56309986,29.7811000347,0.00119996070862,0.094899892807,exp3,,pilot.0000,rp.session.radical.mturilli.017077.0006
155,,,29.7811000347,0.00119996070862,0.094899892807,exp3,,pilot.0001,rp.session.radical.mturilli.017077.0006
156,,,28.9450001717,0.00119996070862,0.0947999954224,exp3,,pilot.0002,rp.session.radical.mturilli.017077.0007
157,,,28.9450001717,0.00119996070862,0.0947999954224,exp3,,pilot.0003,rp.session.radical.mturilli.017077.0007
158,177.322199821,3104.69200015,28.9450001717,0.00119996070862,0.0947999954224,exp3,,pilot.0000,rp.session.radical.mturilli.017077.0007
159,,,28.9450001717,0.00119996070862,0.0947999954224,exp3,,pilot.0001,rp.session.radical.mturilli.017077.0007
160,200.107900143,978.764199972,33.3336999416,0.00139999389648,0.0945999622345,exp3,CRUSH.OSG,pilot.0002,rp.session.radical.mturilli.017077.0010
161,256.972100019,924.07370019,33.3336999416,0.00139999389648,0.0945999622345,exp3,CRUSH.OSG,pilot.0003,rp.session.radical.mturilli.017077.0010
162,169.044200182,1008.6408,33.3336999416,0.00139999389648,0.0945999622345,exp3,CRUSH.OSG,pilot.0000,rp.session.radical.mturilli.017077.0010
163,216.395800114,968.997499943,33.3336999416,0.00139999389648,0.0945999622345,exp3,CRUSH.OSG,pilot.0001,rp.session.radical.mturilli.017077.0010
164,181.845100164,2030.64489985,33.5122997761,0.00170016288757,0.0987000465393,exp3,ucsd.edu,pilot.0002,rp.session.radical.mturilli.017077.0011
165,280.599300146,1931.89069986,33.5122997761,0.00170016288757,0.0987000465393,exp3,ucsd.edu,pilot.0003,rp.session.radical.mturilli.017077.0011
166,,,33.5122997761,0.00170016288757,0.0987000465393,exp3,ucsd.edu,pilot.0000,rp.session.radical.mturilli.017077.0011
167,305.318400145,1907.17159986,33.5122997761,0.00170016288757,0.0987000465393,exp3,ucsd.edu,pilot.0001,rp.session.radical.mturilli.017077.0011
168,194.862400055,1973.20409989,33.9862999916,0.00110006332397,0.0971999168396,exp3,ucsd.edu,pilot.0002,rp.session.radical.mturilli.017077.0012
169,210.912899971,1957.15359998,33.9862999916,0.00110006332397,0.0971999168396,exp3,ucsd.edu,pilot.0003,rp.session.radical.mturilli.017077.0012
170,232.882499933,1935.18400002,33.9862999916,0.00110006332397,0.0971999168396,exp3,ucsd.edu,pilot.0000,rp.session.radical.mturilli.017077.0012
171,193.878900051,1974.1875999,33.9862999916,0.00110006332397,0.0971999168396,exp3,ucsd.edu,pilot.0001,rp.session.radical.mturilli.017077.0012
172,216.891599894,1067.51990008,33.5975000858,0.00119996070862,0.0947000980377,exp3,,pilot.0002,rp.session.radical.mturilli.017078.0000
173,,,33.5975000858,0.00119996070862,0.0947000980377,exp3,,pilot.0003,rp.session.radical.mturilli.017078.0000
174,216.871899843,1067.5400002,33.5975000858,0.00119996070862,0.0947000980377,exp3,,pilot.0000,rp.session.radical.mturilli.017078.0000
175,231.959300041,1046.89349985,33.5975000858,0.00119996070862,0.0947000980377,exp3,,pilot.0001,rp.session.radical.mturilli.017078.0000
176,160.313300133,695.346899986,33.4283998013,0.00160002708435,0.097400188446,exp3,ucsd.edu,pilot.0002,rp.session.radical.mturilli.017078.0001
177,161.901800394,695.943199635,33.4283998013,0.00160002708435,0.097400188446,exp3,ucsd.edu,pilot.0003,rp.session.radical.mturilli.017078.0001
178,163.524800062,685.456099987,33.4283998013,0.00160002708435,0.097400188446,exp3,ucsd.edu,pilot.0000,rp.session.radical.mturilli.017078.0001
179,161.945899963,695.899500132,33.4283998013,0.00160002708435,0.097400188446,exp3,ucsd.edu,pilot.0001,rp.session.radical.mturilli.017078.0001
180,,,34.0095000267,0.00110006332397,0.117399930954,exp3,phys.uconn.edu,pilot.0002,rp.session.radical.mturilli.017078.0002
181,273.564699888,3047.84969997,34.0095000267,0.00110006332397,0.117399930954,exp3,phys.uconn.edu,pilot.0003,rp.session.radical.mturilli.017078.0002
182,162.900599957,3158.51379991,34.0095000267,0.00110006332397,0.117399930954,exp3,phys.uconn.edu,pilot.0000,rp.session.radical.mturilli.017078.0002
183,235.305699825,3086.10870004,34.0095000267,0.00110006332397,0.117399930954,exp3,phys.uconn.edu,pilot.0001,rp.session.radical.mturilli.017078.0002
184,297.382600069,2922.59779978,33.2258000374,0.00139999389648,0.0977001190186,exp3,CRUSH.OSG,pilot.0002,rp.session.radical.mturilli.017078.0003
185,274.762199879,2945.21819997,33.2258000374,0.00139999389648,0.0977001190186,exp3,CRUSH.OSG,pilot.0003,rp.session.radical.mturilli.017078.0003
186,195.907399893,3024.07299995,33.2258000374,0.00139999389648,0.0977001190186,exp3,CRUSH.OSG,pilot.0000,rp.session.radical.mturilli.017078.0003
187,298.03489995,2921.9454999,33.2258000374,0.00139999389648,0.0977001190186,exp3,CRUSH.OSG,pilot.0001,rp.session.radical.mturilli.017078.0003
188,204.216300011,1715.25880003,34.8984999657,0.0019998550415,0.0986001491547,exp3,CRUSH.OSG,pilot.0002,rp.session.radical.mturilli.017078.0010
